i,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11
1810,48634,522187,758713,920405,376578,348526,475367,194622,323488,301779,829592,590922
1811,495572,538028,558430,354573,170428,305858,372703,691298,5497,422573,279264,996912
1812,208512,718128,719326,433694,916561,482454,743067,220426,246861,785389,885356,233405
1813,235399,80516,983700,25656,873067,178895,32837,103311,710325,438945,766615,143277
1814,801693,948008,823361,408423,641674,438397,129379,898757,1022718,660913,161543,778394
1815,787107,102595,782975,297399,576092,852316,748905,932610,645127,865691,864078,418770
1816,624104,446210,710845,380704,693167,205650,714888,26086,873046,572321,892277,440047
1817,550813,229662,103498,586458,1046379,973741,441076,422305,830283,149017,220643,616248
1818,257353,32341,853477,820744,1010696,951325,975510,232812,474259,28664,650895,474859
1819,840016,32273,363132,552428,133696,947217,429560,293332,594002,128111,237169,286033
1820,792762,572262,129736,252855,488800,180760,261073,679750,660018,54411,633107,301308
1821,243823,638688,895314,209095,451053,184275,868461,15999,701270,432793,166266,363925
1822,963970,112434,593248,304686,209460,628335,676285,49863,802730,880904,563176,817217
1823,139418,292228,229575,627858,979665,996005,110520,62039,974985,538656,708973,116759
1824,962831,220984,674589,1025501,314982,191798,467537,231624,619148,816222,195963,391825
1825,277498,764342,226416,206170,501534,1039540,231051,850602,991271,739716,561030,726982
1826,874574,973330,149155,88048,266220,29247,396393,1538,143258,33338,192301,743144
1827,234344,1042149,457127,707702,660352,94713,483257,800155,146591,64606,792508,251555
1828,950839,731292,777154,653373,243724,243021,892322,803869,676143,498601,838758,127348
1829,605797,803244,415125,485115,779935,684077,666554,612621,450298,1019184,788249,975828
1830,948173,445365,451963,506566,282762,203197,371926,695929,425893,681245,733815,213990
1831,740513,560271,119794,843254,132453,434250,1027163,132648,417398,85498,883309,136955
1832,322016,853297,160740,217828,733194,609374,386639,532223,447441,1033905,733418,211198
1833,285065,730367,761584,115107,892708,272488,318110,289009,285388,569153,502774,748182
1834,633152,136480,1040186,431063,621796,698291,176107,109638,678646,651314,689517,503468
1835,39168,806936,216485,541359,859078,865473,689577,1014388,989471,1027601,837858,407097
1836,508951,377831,163331,901014,583096,258576,575834,507301,995041,1045871,831040,700177
1837,442969,39008,244314,516991,328717,279763,703624,858397,378555,423445,1041795,145993
1838,78984,926910,131979,349425,795860,100465,622729,464776,610434,82244,224162,436324
1839,79248,414669,1020796,756529,928971,230056,879069,129265,370482,636415,852172,632982
1840,426883,983391,423249,327066,541293,993638,158971,338355,722904,38175,654306,468352
1841,19769,145049,835924,524704,134652,507103,730843,1007243,243783,721907,162072,69026
1842,66186,999095,736006,958498,1039970,571739,678244,372301,1000264,131651,381771,279758
1843,510242,917825,680854,772311,901883,297216,567646,995248,349029,19717,149813,401347
1844,22892,476284,246508,744344,173509,733430,297679,151190,624042,805923,141283,663422
1845,286029,912215,436687,655893,239183,159507,517695,78514,916013,486872,512401,429753
1846,772979,796607,1023357,705907,818903,225079,532301,150043,621171,211323,954821,385325
1847,1029030,447766,810787,489891,595075,469485,238163,917773,764147,133002,43489,466321
1848,911043,563663,118905,692368,805329,887913,760561,905212,561811,438601,415983,645616
1849,725998,382189,968193,244715,261176,1036347,901190,756323,94812,1044862,373144,302784
1850,682796,104643,662280,672833,840891,996925,804678,773440,428175,573510,178804,164726
1851,858889,971478,523559,845456,685113,221962,148108,875332,561933,191829,713756,60463
1852,339140,201034,287430,515871,521217,946474,879487,911300,888766,631127,956107,795445
1853,580128,468486,407406,184913,330665,705385,494335,546660,621844,55473,103017,197379
1854,317145,884224,279980,667629,466920,598497,599559,20116,203412,187921,21922,539266
1855,934730,967728,811239,90893,844094,405780,820312,522898,764080,621228,809735,597554
1856,641163,654692,545337,618500,901411,782037,685104,382171,340055,958206,579685,653180
1857,358205,139474,804767,391023,243867,263714,153984,537047,745790,1003582,626708,282288
1858,763992,474279,562041,184634,765879,392686,1006159,793386,958244,284471,821187,583643
1859,614306,934977,494990,641778,649183,896671,592866,754269,680448,837906,936183,261820
1860,609428,619783,603576,933857,354531,353937,57020,371737,184768,916817,717606,172755
1861,647138,649968,961345,98143,425638,636298,416754,586966,484782,435203,696846,916108
1862,675481,734232,430809,725114,25638,563342,275867,810621,33687,773692,307987,292075
1863,896099,553970,593519,684428,272140,60957,636533,74866,749394,995940,62359,700568
1864,542289,942193,45063,954439,932590,535516,634175,213663,419439,314786,570424,566786
1865,53510,350233,823248,530903,712897,936861,799945,421468,233247,296794,749931,471959
1866,639525,751732,38162,626473,112647,960264,70998,604996,304690,807030,337463,21445
1867,503541,686499,968421,644061,271824,90604,521015,401820,524715,101905,401931,60436
1868,368241,1003354,921850,962198,701805,961301,604288,982858,107878,705060,994659,377741
1869,969021,134295,182,919142,579993,276301,523116,990621,475302,470480,292782,298906
1870,573800,759518,974669,183569,27605,723000,325717,666901,883625,972679,376585,200800
1871,374812,822788,1021007,425796,707844,646115,966401,345070,736571,532831,169476,912840
1872,557649,158621,397899,22133,206740,171292,741762,519541,76235,806067,109730,42217
1873,396037,444030,579096,601313,617060,485611,659860,322275,867812,173074,439536,1016988
1874,1004400,339665,103203,883178,334953,166013,169785,232158,67325,649805,894424,255615
1875,850417,155202,967774,673311,286550,206101,373530,983354,129509,196336,829575,1007948
1876,754741,850996,144083,743371,985519,686036,982140,678419,212640,701647,534448,52148
1877,215355,790279,503563,19897,945633,550234,858230,792844,218611,365990,920741,667916
1878,103516,827239,248088,983719,929550,410364,14429,135188,255007,43656,906698,984332
1879,888329,589975,549460,415382,141688,436462,531187,398064,206513,85791,908251,187657
1880,451260,837639,912958,661095,559674,875926,1019554,345398,647221,1002847,429471,838152
1881,591990,394530,97224,454602,932284,635424,458763,428040,563140,34480,590745,1046494
1882,16533,535800,808186,458910,81226,593971,724804,349242,916933,124856,324848,874495
1883,578626,881626,816086,1043504,234407,920796,241347,969719,961137,568859,243684,321342
1884,923235,759110,63424,472828,6192,219180,570146,841557,596560,616094,148564,864059
1885,630253,224803,312226,817982,962901,52236,378246,822342,572208,651147,717004,459151
1886,890611,706697,202136,297338,981702,223544,162912,850083,957970,140501,597327,116260
1887,6718,389686,785999,9711,62335,694594,481950,894642,53988,520512,125148,917155
1888,299712,171976,722725,90704,573983,75257,278114,404885,394608,685875,297660,823933
1889,603573,846261,24752,10559,287403,931190,167554,960566,258841,580617,969191,1001816
1890,791822,781423,833369,456705,123783,396462,336955,988954,32199,308109,293897,376756
1891,594648,746474,6062,388360,976005,199746,338793,207353,1026871,843678,935021,564765
1892,353873,425593,379868,763297,27497,119372,211780,1021517,824024,309281,794800,160587
1893,431261,181815,590894,519431,126762,160845,796190,45568,659786,686188,487222,667631
1894,456559,50884,186838,625575,182394,141052,929144,1039433,986901,258544,519224,264163
1895,902037,454390,118874,932232,1932,152452,86867,936946,526623,722539,622910,939475
1896,231611,774072,968649,322335,106712,375866,717960,408269,202764,940741,29724,946863
1897,64522,108850,386136,696493,282557,356362,791340,951508,1040719,1007764,690129,469763
1898,887084,477795,791502,911349,518728,951689,717563,1030762,423961,352500,74657,545582
1899,258415,510326,52248,917722,811569,517170,160288,273076,503708,635198,230419,561521
1900,211094,642919,955590,561247,315181,43863,598715,304075,358473,1025674,957422,1027216
1901,959936,765604,497745,860623,495071,950156,282250,790995,1016472,579591,698380,244705
1902,962801,836403,661473,192365,511747,334179,342203,671336,366303,389056,779480,368485
1903,680297,196228,120281,114675,48580,534076,898994,955292,71093,534876,710902,569175
1904,879707,19964,277530,480689,704495,876667,582126,711,125377,808528,291147,104313
1905,539231,293139,198531,865739,232168,724941,499928,360141,946370,483892,747070,894158
1906,200615,41662,841774,1047053,18198,632503,818559,213055,932348,303102,19250,572557
1907,46489,429986,1047722,821212,186912,390097,419605,448658,1039516,628312,747725,139377
1908,17432,334021,307177,211438,483811,1011753,546444,45833,659765,1029027,258771,945985
1909,611988,258408,311652,216339,775038,347830,524565,327871,889752,1024149,638602,541319
1910,335730,894334,874132,923577,904575,200249,554211,502956,20558,298238,421599,490970
1911,589776,228114,292772,102730,111920,406276,275953,437162,521161,70093,650381,984855
1912,261896,233967,238151,578806,31445,566774,542146,1014879,691665,710717,259959,260820
1913,194112,616546,479728,956032,606804,80102,677890,826417,609793,226306,722173,41826
1914,288404,211054,11121,384084,412800,351143,417275,577574,812,739088,1041780,166351
1915,532897,272015,744921,30931,250974,248728,1004820,419891,967414,1008711,920084,827965
1916,226417,538011,667158,245831,382743,917724,521354,163630,326903,65286,994247,883664
1917,729790,833268,238159,4308,918417,500072,510249,96627,744386,416680,664242,640706
1918,1041366,246360,442786,402693,53472,231607,272903,740916,277268,526914,777918,328676
1919,32250,849619,818008,792626,117556,278785,861357,349284,433022,470608,477535,428457
1920,519374,346732,539132,985783,98521,641773,265271,12891,158736,602449,804451,940710
1921,61847,667724,494089,659701,118228,845594,992813,642833,196971,885289,320287,461718
1922,571196,240511,10426,977852,919498,750814,119881,873630,103740,528909,814233,210321
1923,130244,580381,538269,1038516,561016,563135,850866,715934,784668,226665,1378,72492
1924,609395,388503,763100,166001,873946,335534,882920,447528,973368,536974,831452,771986
1925,958406,541916,36762,318083,160721,92022,66424,241402,498764,860797,554517,405723
1926,696218,561548,636,550023,784731,470071,353412,459827,69390,154697,577721,219714
1927,213485,351914,902824,1574,954262,1000490,289313,476594,811931,878954,958653,1010143
1928,867690,113769,847415,259978,870925,641947,801115,1035400,801471,573581,427976,344353
1929,118877,827415,122018,835785,518477,13101,115447,559330,744454,1027857,163208,987520
1930,743244,760646,944817,418072,847822,373495,1028725,507705,381951,980201,474873,400812
1931,137408,541483,918763,392460,654210,1036178,367316,57858,301460,99380,652243,871746
1932,950021,149850,475470,441069,15607,459304,62861,617281,174723,58452,275960,828108
1933,590025,822396,833876,875492,301097,10778,230121,812393,642105,975572,787217,781962
1934,775623,516271,545046,363388,742229,544805,935942,788965,945476,319847,275704,395956
1935,1022716,204206,59420,944599,125891,757067,748218,1012196,603398,995535,444677,753692
1936,682088,18590,95000,367426,714243,819462,315206,688888,874057,135315,453627,827253
1937,945283,708338,243262,715607,421603,193554,790721,934559,847690,909182,359114,846546
1938,1041031,301286,516203,613907,136229,371563,101826,232186,896887,849056,322002,90782
1939,920209,529714,548742,671900,893530,915888,31133,456642,739017,724952,828354,206254
1940,796989,130182,740724,717262,878152,512165,368979,705765,210443,197529,426673,96359
1941,500833,305064,90216,468900,971324,239593,491444,566619,168047,943218,698562,171175
1942,14915,6854,576081,610419,204173,490013,740694,768487,23446,322069,25117,902685
1943,207762,291371,742396,47770,702958,1031079,592033,776767,1029827,254329,566477,401789
1944,667721,634772,287689,86903,182061,318372,643456,303764,107849,29662,460176,603306
1945,7076,586227,573850,897881,1007509,647000,718656,709387,284111,1031482,97502,140414
1946,512560,761959,88302,379839,335649,643839,856997,509545,1039794,605070,982044,757884
1947,822836,652538,267755,728081,40600,503677,905213,287190,603070,917327,709492,704616
1948,159747,1042152,489759,198890,968606,995647,476385,1013976,318483,93610,366133,561125
1949,327451,201816,578707,826045,308469,847564,605170,230473,661440,248381,771874,318291
1950,73049,177708,767494,9720,683869,442181,972833,65187,946370,113805,513240,427818
1951,865878,427828,643287,609981,205725,598659,982432,687704,1027945,57252,884535,566348
1952,665019,854442,873467,348994,178293,488088,961545,789799,31293,540073,414774,223158
1953,853020,261293,798236,275014,792893,118132,351744,1021476,523990,146441,40870,191400
1954,255050,81737,396739,662526,329340,152670,790196,619401,211227,513,308707,368961
1955,212550,721314,747115,622279,80449,294994,608462,956156,739462,712196,232206,86647
1956,569271,182097,454931,851367,173847,291595,872342,170148,1038294,831666,895131,515317
1957,647768,132977,236863,137540,240136,1034442,406278,242823,486488,528603,22870,206494
1958,791211,84173,24709,123817,67699,665167,398260,481501,351044,766199,133913,88221
1959,989066,148419,480657,359337,222964,318040,635301,554551,208542,1003332,227739,919581
1960,783602,150623,257055,569734,999336,1024283,487156,909521,60647,645275,286853,169027
1961,965735,3945,227641,75917,5139,247860,145146,108997,890696,891138,223877,838774
1962,548476,423694,158429,838073,200668,159779,702840,599860,39332,151711,371117,371452
1963,560531,326081,821282,530420,717451,126325,939853,333928,950519,196341,53632,258175
1964,917962,754828,734587,963940,32951,830229,613895,378777,395752,246503,836896,671174
1965,2510,904068,837385,246815,940056,215597,775727,781804,466406,25962,590908,592103
1966,372291,838424,626320,376086,860316,250592,855916,387086,398995,734447,430742,796742
1967,750705,828476,690283,66460,533078,221383,134515,437930,420994,1003860,310412,199462
1968,725561,319140,186742,469825,756824,815727,211567,154962,262491,218508,44800,956238
1969,421646,519241,106356,1024391,737494,544899,910213,810470,428482,245825,199272,236868
1970,176912,303805,180107,235793,903885,552410,254036,233242,392802,440796,333693,793112
1971,903252,853823,598513,1443,297585,274294,746698,383065,465723,2948,603174,953268
1972,283489,381495,43378,446191,434920,757615,268479,445139,275102,781040,529314,37565
1973,814982,374744,890817,674572,97482,493293,948132,474687,946890,419932,824234,867272
1974,649199,897097,610888,993733,1002794,473379,176948,53185,92229,795490,927934,1042217
1975,387836,9862,234642,689515,315392,935306,242277,695002,188519,32460,517634,50219
1976,424939,173148,863272,323323,790408,165450,483774,184796,911240,324476,361126,580031
1977,992491,107386,238388,344233,802870,302107,628852,369667,542176,879282,26634,969067
1978,580431,825796,143533,4900,790735,972880,356651,333906,559409,448145,269615,888755
1979,621460,725960,262433,96071,180497,565607,751213,271827,192788,532532,84706,811310
1980,974734,524046,115620,107291,720751,490602,305783,752630,366271,948640,699054,980356
1981,880881,227580,17427,1043426,320600,303820,434380,835400,409829,219689,425163,147096
1982,876090,328103,715732,1032827,729963,782746,89601,874983,190560,388643,51753,1046208
1983,458663,802743,201427,145177,490032,574154,840498,287233,950431,1013717,1003358,393716
1984,222572,469929,949539,419774,982614,184920,320467,150939,767546,604154,197746,434943
1985,628514,702110,874630,831324,839451,1004446,556646,459598,608970,434919,892993,260219
1986,665163,543535,961238,884390,623865,171791,979969,865782,1024046,424229,384855,167497
1987,215688,629859,353748,94480,958923,508401,975372,674678,600579,681696,501496,365392
1988,246708,403170,407315,518217,201767,649110,37818,274963,699130,860899,79397,64363
1989,644916,201989,964974,829111,471942,568805,727916,605237,770264,138342,437121,966648
1990,71053,188626,232126,444483,521800,66140,588910,818962,203954,778006,254923,1024082
1991,586499,749240,279118,252016,75111,457670,786673,980476,745997,331877,101336,404410
1992,592442,719229,727856,554530,121288,942892,77349,176033,188757,1022568,1025027,294812
1993,679950,186509,610192,887164,869075,447985,188345,157210,115912,611130,575700,798854
1994,144435,612895,329316,898067,383212,240418,923979,933711,912153,390615,768197,130550
1995,762041,824160,674932,177612,538540,502733,652705,763418,365388,997731,264978,557612
1996,42782,961760,432034,880191,779870,384821,626707,217611,787425,1001982,484014,253128
1997,383459,113812,139004,72546,444300,321776,531487,665779,471226,520281,184641,848859
1998,464369,152045,1252,611681,347360,579238,20272,27022,263833,27251,869902,902534
1999,1028650,128270,839850,311127,574437,785941,1043051,547042,896631,774394,694045,128235
2000,218302,708348,1002375,725356,939344,632554,324801,759385,997955,986286,475931,464488
2001,155728,714532,955766,153866,312725,939939,448921,303342,1007887,1040093,94544,458654
2002,531949,343611,513631,303666,32619,1027255,761435,924306,414197,1021751,655963,927940
2003,862181,774192,304511,884043,909709,500260,847227,356783,586434,487722,75736,962554
2004,519108,628556,128975,30286,20435,521613,72264,112437,915732,944397,377509,989103
2005,644881,606695,3412,444190,879509,567079,636778,229843,864494,807857,105122,733850
2006,721088,364429,372579,443979,605482,551375,77696,790265,729341,497435,142682,669144
2007,489234,202405,888283,906231,44013,702382,243973,1042885,932451,608755,559374,1041833
2008,918755,538392,478445,268880,26239,561244,355419,340260,862182,975448,821271,897011
2009,595720,140366,418416,1024552,973728,18842,910246,1022817,300024,844443,1008058,423010
2010,430541,433037,395382,508341,639227,1032675,734613,27551,508584,1040981,388843,130302
2011,819636,918347,163868,484043,347284,798674,428962,617436,345711,914011,667904,885255
2012,217900,999972,183196,679361,611686,24630,113350,272969,568080,588312,413823,539188
2013,257815,841389,744791,871085,536906,370656,496438,418476,758669,4339,148117,143667
2014,357303,85830,255142,264225,939386,431815,599242,473218,606199,223579,149075,1012810
2015,934370,827372,58534,72584,256835,716120,595538,157512,300454,381510,126641,447148
2016,461981,12743,293536,671284,1016714,3422,102844,234185,780218,336809,157815,1032093
2017,463541,226785,562205,342211,1028985,84741,308745,83785,592037,304248,745765,151771
2018,670511,334138,220645,475007,807148,598741,309771,757946,360784,641398,18798,262610
2019,135207,477510,960121,496010,240799,211802,222942,731975,778790,1027884,1034972,246950
2020,344086,666197,807425,711609,349085,696654,291447,781519,135732,174026,534112,39645
2021,351793,858980,889297,433997,882569,364734,702009,866990,673583,781424,34324,983661
2022,469299,277114,744671,399804,31862,514983,186666,328709,714406,213871,335535,18224
2023,121108,41340,514582,544797,102052,937592,601010,134147,224034,682256,158165,596603
2024,11495,185958,231076,50645,30306,45205,830325,149759,160287,212700,10195,711930
2025,879999,725611,813726,107611,571616,515102,483274,658493,933650,238210,676775,83235
2026,955654,984084,565873,596085,142938,880451,675962,766879,905774,730639,92809,374026
2027,685857,425571,916449,587833,913206,117103,119566,743841,747221,508809,634177,533452
2028,520690,465952,257674,498618,601466,216935,136364,716635,440242,472773,565173,573381
2029,985123,545997,494880,254146,628062,591125,985565,809382,342095,643914,474104,667783
2030,509875,405673,637898,208217,467256,943957,126610,593099,875801,137000,936937,924907
2031,522980,63068,203453,361911,105699,779170,163072,105430,146345,307180,1034486,434326
2032,108928,649566,30711,945446,100843,25936,338478,744206,419688,127625,400485,455082
2033,304121,533504,325591,630116,831318,243013,951882,365878,607726,547116,295432,778501
2034,1037013,130315,717717,193107,311590,891382,222198,455376,494978,839862,440556,709796
2035,257256,363917,935254,711085,557040,783961,166968,996110,681604,787771,370253,742490
2036,44393,535829,409979,866502,700347,155380,554559,741330,607813,577583,293564,172746
2037,599784,963783,376593,627888,671020,957550,414735,749667,232849,532370,840761,374270
2038,893242,157927,851116,887745,270379,672304,295286,552510,869657,690281,671984,442876
2039,1008130,666317,969198,333654,988669,897093,657594,741108,385501,8158,835598,212668
2040,433586,81000,1013684,817122,35069,879352,1038763,33408,764917,501368,111011,871105
2041,862209,123354,668584,758173,377440,1047666,806958,379095,685852,1002666,869272,500414
2042,840740,751930,507002,352777,361688,977791,944796,953062,50428,620270,751562,702891
2043,934893,343522,133767,43452,153790,828528,17352,146572,995487,850909,507649,1041139
2044,31722,750279,88226,739755,503671,297816,825457,386670,993070,615251,651952,448523
2045,175286,340290,349267,965095,860615,294818,969115,888635,663158,118566,381711,508920
2046,230731,972582,73468,729681,516829,325187,879333,676693,882483,392542,2348,237898
2047,86786,726994,646819,687233,533677,647190,98306,904346,836288,1029023,860068,806795
2048,973008,1011430,825438,642286,507910,560128,293814,923753,672529,559264,544588,9082
2049,897922,212390,943947,407954,251693,142914,128265,439796,738063,88187,229603,266694
2050,925211,650468,570123,941665,105357,734632,729004,858515,401494,318355,458199,324087
2051,369292,464152,79170,702877,29241,93123,270224,846603,860189,618293,83860,260852
2052,294365,935876,885338,670077,297545,707846,604619,425451,228625,156128,133593,472
2053,770082,388028,38672,885457,836908,273646,1008515,592546,174877,183711,489780,434008
2054,566831,622328,546658,568330,248161,65942,710697,144025,537207,195467,668976,323008
2055,395505,59976,510182,163697,597882,775690,324884,490580,114533,910720,841220,27224
2056,450190,407066,436582,689979,258539,754927,565043,527932,855042,204597,358935,588989
2057,74011,274471,546486,753620,825514,825097,145688,18686,242743,334291,540910,1022498
2058,841413,289637,795733,48541,782180,157276,320853,547594,859820,996348,393494,422973
2059,577053,905835,183714,1001471,210535,80163,3150,201391,159762,823450,973826,788425
2060,1033503,751129,829860,419601,719385,857230,727603,707291,684250,419770,741715,1037898
2061,192102,182862,64333,664334,63534,833560,762365,852870,368530,605124,396448,708127
2062,734722,330744,870376,328042,41797,68213,500770,1026307,1026279,569662,677602,962165
2063,1001978,95449,279775,45703,387711,989748,400857,717345,751820,174733,828077,290532
2064,901911,721672,607392,896587,729116,902724,247939,704203,572622,501814,658206,995923
2065,183284,293399,916509,999596,391775,45632,598815,56583,245763,136260,631174,842309
2066,384952,275037,702302,842050,2961,256202,750390,952187,579328,244644,322524,792156
2067,981399,401723,12802,418063,923911,955470,495143,292824,682544,1014558,636560,36673
2068,148886,1032221,819509,454896,538590,451661,127647,577248,546945,784703,461272,127367
2069,341158,502476,755981,321492,595407,253614,230902,475424,744289,884816,683958,936746
2070,322199,591200,490227,810435,419065,1034459,906134,478720,958999,877520,182594,381226
2071,1005468,309671,599148,242175,256011,267161,755216,594282,1016974,741549,407001,784314
2072,602051,906213,206793,625189,113237,177352,895616,68962,1014607,559731,846690,652606
2073,651438,589608,18169,463781,520380,481182,327747,356599,963325,281652,953029,391529
2074,654800,806654,291,767468,262413,286873,846410,199545,339781,1028789,737894,922941
2075,206591,1028424,994173,746483,504049,542302,967966,369589,555038,771978,504041,910129
2076,759242,265469,807816,650732,504380,1030009,192920,948961,407531,477657,873897,731325
2077,652896,684616,238550,941260,121405,639506,696590,877470,10094,30401,831340,992514
2078,895045,83249,240500,620703,164639,110106,540359,506490,996076,72513,683155,227474
2079,45941,873977,448037,178441,598870,934242,166537,988894,37007,1046826,369360,690887
2080,808470,927453,958574,598652,563163,359466,454945,159841,192812,578121,127527,359526
2081,836143,417957,103910,374598,312534,776193,60395,422877,473937,392944,4665,92648
2082,482176,368473,701579,376792,445437,91363,246648,363951,896055,244873,106186,954553
2083,963488,278407,29527,955906,836361,107762,938149,387858,734875,781660,987831,886166
2084,961562,1024094,483795,523294,868478,653344,621078,754940,436753,867494,290000,319023
2085,47588,490433,451213,602338,506562,847672,458358,765676,501280,91134,739690,31846
2086,14781,334297,370427,144972,379364,690996,1010378,728716,824022,1046529,619505,104628
2087,517336,219673,1032187,3697,426912,554611,382992,271529,517823,919111,465039,832728
2088,336166,683167,13529,658702,22806,332063,993711,901557,733122,629148,424944,145143
2089,970592,363423,397691,524077,651401,833165,386416,1000387,171085,199942,159433,840457
2090,402243,449437,335637,673167,938671,442673,177628,694136,454752,979023,55382,267703
2091,546372,599752,995513,574697,269499,410540,185942,843394,430279,970496,32055,22274
2092,184661,228374,369978,756935,95975,684055,699717,184423,200496,582552,750895,979351
2093,965981,358548,297012,949309,714355,414508,169982,61155,872592,173437,610976,725301
2094,354505,352680,693434,1004679,371295,255707,756518,563227,378255,414500,313654,676369
2095,382521,663228,924105,136254,780017,692291,698312,510233,943655,888836,425510,509868
2096,665953,1034946,207858,183477,803451,667953,577906,985960,860059,519664,214973,605208
2097,470360,53713,268154,218404,743786,947295,1000203,129042,281617,540583,984674,285083
2098,138563,987146,153917,1021397,467333,226864,240769,610243,452209,607854,111474,235172
2099,986520,982786,914853,1028639,937605,616043,799336,38908,994740,243118,163784,159441
2100,675030,371021,702518,549518,208238,733564,208934,224280,70481,314223,18034,987099
2101,703746,339345,569760,375805,73337,87573,410076,962742,889522,131056,203435,542768
2102,1029697,421610,662734,403170,506373,718742,153404,510021,56790,682752,292149,332767
2103,951510,408215,678304,858069,570151,259859,1042479,998510,707002,796914,375602,940618
2104,440777,702745,1035378,695876,79308,575140,44819,1040645,515218,309674,698820,657477
2105,1026212,877859,120203,425398,579844,258074,643839,450635,784030,280979,88404,1002470
2106,1019646,604403,649377,81648,1026785,205869,104842,527715,351987,312125,953899,239246
2107,804828,238447,534740,115096,579103,262985,855238,434038,514028,194739,323044,727167
2108,290103,510711,589397,300638,907508,749217,775451,884806,141859,631967,422366,143088
2109,638366,741835,156610,111299,112148,368160,350302,90121,981524,237471,481774,301947
2110,182409,745526,383876,608209,499445,780916,870099,912215,97569,935581,583368,601439
2111,479077,1018879,289421,814590,556037,963214,999035,872598,150215,254001,858902,927451
2112,179052,645200,330382,574282,378984,559623,553900,735381,506779,623442,67443,284878
2113,45989,583567,480058,263528,813468,294011,308226,856940,825283,695594,891526,482173
2114,175002,863262,738095,301250,752165,38407,827834,699445,615609,285768,464287,794717
2115,395387,582120,609615,192528,347156,697781,723949,488224,139624,538220,79310,177319
2116,646464,1026758,964128,443026,499956,454848,1036185,381581,923745,459681,57396,336312
2117,488888,690844,683946,136733,596522,337795,840909,779644,509582,903550,821637,57323
2118,531709,265325,400668,42198,91880,270029,859712,958923,743618,62300,361052,549503
2119,206272,46916,792639,679749,328821,60611,953879,822281,1041070,450083,450371,815508
2120,904754,287336,257103,372539,629163,181911,129697,842679,944862,770698,552638,892396
2121,561575,272869,29859,95909,805313,322720,59065,271417,407056,707702,170056,817255
2122,175854,306349,199132,52881,911174,357102,1044534,826088,503514,688045,65006,593240
2123,357796,900885,589618,919627,304426,981062,394811,309610,707373,162394,570146,293749
2124,444206,338930,461986,681768,759986,610454,282931,806980,1047363,75054,256468,423245
2125,1032950,369954,467889,778986,27012,36989,913787,238902,24537,566348,1038889,720536
2126,146326,285632,984067,770516,286544,668472,1018099,794428,873793,411115,198318,703132
2127,25880,677276,938073,402557,34230,450804,49282,920133,763989,21970,25722,342715
2128,786696,1001601,424710,447052,245969,723824,627103,455293,27066,619887,790913,570417
2129,683548,446351,110078,573199,929402,707726,17726,915524,47134,76730,873075,393200
2130,601439,637841,196407,856289,508326,1010538,259326,252944,590557,836495,303667,607774
2131,729242,428834,460515,827616,369299,849393,96513,724612,287950,811110,877929,17397
2132,867512,995510,767369,789964,95581,309155,729988,147010,588047,99540,658022,873247
2133,353228,1022844,331451,249922,753876,465572,74436,923125,164192,682543,143305,689005
2134,664903,43474,55965,427949,69676,115884,983699,432995,893061,409246,752833,387010
2135,179402,755935,481068,244543,158005,773282,265090,628157,878519,3089,730167,332533
2136,32875,578993,277279,611128,160324,873015,332252,733459,658290,888854,393919,156189
2137,728156,947893,770974,1010840,171693,233555,246835,544745,1028821,993875,926821,821709
2138,538161,756899,930074,475157,715703,934857,868630,344828,415818,1020882,694681,605234
2139,905547,190383,223716,972089,752005,531589,955257,653031,57453,596757,722832,390483
2140,449199,674140,834213,273014,786421,812267,730739,373412,482746,537843,299472,97671
2141,720950,911849,988695,559303,356855,964344,1013719,643701,718337,609111,528002,553419
2142,804130,200743,915234,576351,863813,96079,1028626,115252,458648,572782,881560,137069
2143,82470,44965,567677,578309,476860,763100,830005,737606,44723,657809,627683,17360
2144,131352,457804,967800,362281,665052,769583,43803,633236,679393,858431,716649,645416
2145,632381,288742,946102,651595,446961,823403,608322,469414,425003,871969,834243,191945
2146,869921,149656,114447,110710,1036346,320754,975998,899308,29110,615166,83927,238635
2147,578414,728411,311226,610781,756751,882335,201431,918415,486516,584945,351711,188141
2148,255454,424714,779096,1018786,347611,1001635,184303,22170,78553,804053,249198,801316
2149,936637,288617,959663,273361,67321,783010,359847,68815,126114,323957,384500,827073
2150,243099,413075,442285,780430,334252,699235,115354,397744,446807,488062,734554,521566
2151,819856,315996,756616,618075,84921,1202,398934,99978,627688,952168,1044791,921922
2152,298612,446431,1012043,485350,1037223,720885,820653,318701,1016500,693050,1044974,277637
2153,386523,390613,92730,198325,26986,428220,210873,162886,250934,544125,583172,565442
2154,34244,36826,691029,312870,813271,615869,814565,1045631,704259,932339,522311,190927
2155,834824,382842,1047806,985365,290875,859901,190565,775401,348524,95019,935979,427510
2156,29967,234819,227614,910477,729347,567631,239142,468928,302263,251831,750403,729124
2157,23132,960752,110241,462306,613545,989225,134996,299681,233363,810314,458579,1016894
2158,984354,1032411,325120,737740,124587,375784,1008756,55110,897054,516970,626087,415497
2159,1031255,18049,669519,315157,128446,890111,716505,28388,446989,387224,594725,55378
2160,460348,359877,532266,449569,623839,843937,54623,9416,555486,595140,35431,821925
2161,246346,486006,1009823,9988,677080,217267,1025158,318364,969517,171753,743497,290031
2162,1002561,573499,536148,471381,695915,6170,382873,1009183,324909,974975,858803,180306
